1777.0401,0
1777.0402,2800
1777.0403,9500
1777.0404,9500
1777.0405,9500
1777.0406,13500
1777.0407,13500
1777.0408,16000
1777.0409,18700
1777.0410,18700
1777.0411,19700
1777.0412,21200
1777.0413,21200
1777.0414,23200
1777.0415,23700
1777.0416,23700
1777.0417,23700
1777.0418,26800
1777.0419,26800
1777.0420,26800
1777.0421,29900
1777.0422,33400
1777.0423,34900
1777.0424,38600
1777.0425,39000
1777.0426,39000
1777.0427,39000
1777.0428,39800
1777.0429,42300
1777.0430,42700
1777.0501,47200
1777.0502,47200
1777.0503,50200
1777.0504,50200
1777.0505,54600
1777.0506,54600
1777.0507,58400
1777.0508,63400
1777.0509,63400
1777.0510,63900
1777.0511,63900
1777.0512,69900
1777.0513,83900
1777.0514,86800
1777.0515,91000
1777.0516,101400
1777.0517,116700
1777.0518,116700
1777.0519,116700
1777.0520,117100
1777.0521,122600
1777.0522,125900
1777.0523,127900
1777.0524,128900
1777.0525,128900
1777.0526,164300
1777.0527,165300
1777.0528,170700
1777.0529,170700
1777.0530,171100
1777.0531,172000
1777.0601,172000
1777.0602,179600
1777.0603,187200
1777.0604,189800
1777.0605,189800
1777.0606,233200
1777.0607,233200
1777.0608,233200
1777.0609,233800
1777.0610,234400
1777.0611,238400
1777.0612,243400
1777.0613,243400
1777.0614,243400
1777.0615,243400
1777.0616,244600
1777.0617,255400
1777.0618,261600
1777.0619,261600
1777.0620,261600
1777.0621,266600
1777.0622,266600
1777.0623,267200
1777.0624,278000
1777.0625,279600
1777.0626,280600
1777.0627,280600
1777.0628,281600
1777.0629,281600
1777.0630,282200
1777.0701,282800
1777.0702,289200
1777.0703,289200
1777.0704,289200
1777.0705,289200
1777.0706,289200
1777.0707,295200
1777.0708,295200
1777.0709,295200
1777.0710,295200
1777.0711,297400
1777.0712,297400
1777.0713,297400
1777.0714,299200
1777.0715,299200
1777.0716,302200
1777.0717,302200
1777.0718,306800
1777.0719,307400
1777.0720,307400
1777.0721,308000
1777.0722,309800
1777.0723,310400
1777.0724,312200
1777.0725,312800
1777.0726,318200
1777.0727,318200
1777.0728,318200
1777.0729,318200
1777.0730,318800
1777.0731,323000
1777.0801,323000
1777.0802,323000
1777.0803,323000
1777.0804,323600
1777.0805,326000
1777.0806,336800
1777.0807,338600
1777.0808,339800
1777.0809,343400
1777.0810,343400
1777.0811,344000
1777.0812,344000
1777.0813,344000
1777.0814,344600
1777.0815,344600
1777.0816,350000
1777.0817,350000
1777.0818,350000
1777.0819,350000
1777.0820,350600
1777.0821,350600
1777.0822,350600
1777.0823,350600
1777.0824,354200
1777.0825,354200
1777.0826,354200
1777.0827,354200
1777.0828,354200
1777.0829,354200
1777.0830,354200
1777.0831,354200
1777.0901,354200
1777.0902,358400
1777.0903,358400
1777.0904,358400
1777.0905,358400
1777.0906,358400
1777.0907,358400
1777.0908,392000
1777.0909,392000
1777.0910,392600
1777.0911,392600
1777.0912,392600
1777.0913,392600
1777.0914,392600
1777.0915,392600
1777.0916,398600
1777.0917,399200
1777.0918,399200
1777.0919,399200
1777.0920,399200
1777.0921,399200
1777.0922,399200
